condition,val_acc,n
baseline_clean,0.9880952380952381,84
dark_tunnel,0.9880952380952381,84
backlight_sunset,0.9880952380952381,84
sunglasses_occlusion,0.9880952380952381,84
mask_lower_face,0.9880952380952381,84
cap_shadow_forehead,0.9880952380952381,84
compression_low_quality,0.9880952380952381,84
motion_blur_heavy,0.9642857142857143,84
pillar_shadows,0.6904761904761905,84
night_lowlight,0.4880952380952381,84
